title,text,link,source
Saudi oil attacks: Nato chief 'extremely concerned' about escalation,The head of the Nato military alliance has said he is extremely concerned that tensions will escalate after an attack on Saudi oil facilities. Jens Stoltenberg also ...,BBC News,https://www.news.google.com/./articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC00OTcyMTMwMdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtbWlkZGxlLWVhc3QtNDk3MjEzMDE?hl=en-PK&gl=PK&ceid=PK%3Aen
U.S. and Iran Tensions Are Escalating: How We Got to This Point,"Tensions between the United States and Iran have soared in recent weeks, with Washington dispatching warships and bombers around the Persian Gulf, and ...",Fortune,https://www.news.google.com/./articles/CBMiNGh0dHBzOi8vZm9ydHVuZS5jb20vMjAxOS8wNi8xMy9pcmFuLXVzLXNoaXBzLWF0dGFjay_SAThodHRwczovL2ZvcnR1bmUuY29tLzIwMTkvMDYvMTMvaXJhbi11cy1zaGlwcy1hdHRhY2svYW1wLw?hl=en-PK&gl=PK&ceid=PK%3Aen
Saudi Arabia oil attacks: US to deploy thousands of extra troops,"The Pentagon has announced the deployment of thousands of additional troops to ""enhance the defence of Saudi Arabia"". US Secretary of Defence Mark Esper ...",BBC News,https://www.news.google.com/./articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNTAwMjExMzjSATVodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL3dvcmxkLXVzLWNhbmFkYS01MDAyMTEzOA?hl=en-PK&gl=PK&ceid=PK%3Aen
Here’s what a US-Iran war would look like after Soleimani strike,"Trump has threatened military action on Iran, leading some to fear war. Here's what that Washington-Tehran fight would looks like.",Vox.com,https://www.news.google.com/./articles/CAIiEKBX5XAZnnsh3Yqe_yvi9kEqGAgEKg8IACoHCAowlOzSATCaiDUw1aKsBQ?hl=en-PK&gl=PK&ceid=PK%3Aen
MBS tells Trump Saudi 'willing and able' to respond to attacks,US leader ready to work with kingdom on security as Pompeo accuses Iran of direct involvement in Houthi-claimed attacks.,Al Jazeera English,https://www.news.google.com/./articles/CAIiEDKcg-onkth2jPW3zYfdvnoqFAgEKgwIACoFCAowhgIwkDgw0O8B?hl=en-PK&gl=PK&ceid=PK%3Aen
Iran's audacious Saudi attack will require Israel to upgrade its missile defense,The precision and effectiveness of Iran's strike on Saudi oil fields put Israel's strategic infrastructure in danger.,Haaretz,https://www.news.google.com/./articles/CBMijAFodHRwczovL3d3dy5oYWFyZXR6LmNvbS9taWRkbGUtZWFzdC1uZXdzLy5wcmVtaXVtLWlyYW4tcy1hdWRhY2lvdXMtc2F1ZGktYXR0YWNrLXdpbGwtcmVxdWlyZS1pc3JhZWwtdG8tdXBncmFkZS1pdHMtbWlzc2lsZS1kZWZlbnNlLTEuNzkxMjkzMtIBkAFodHRwczovL3d3dy5oYWFyZXR6LmNvbS9hbXAvbWlkZGxlLWVhc3QtbmV3cy8ucHJlbWl1bS1pcmFuLXMtYXVkYWNpb3VzLXNhdWRpLWF0dGFjay13aWxsLXJlcXVpcmUtaXNyYWVsLXRvLXVwZ3JhZGUtaXRzLW1pc3NpbGUtZGVmZW5zZS0xLjc5MTI5MzI?hl=en-PK&gl=PK&ceid=PK%3Aen
Israel carries out ‘wide-scale strikes’ on Iranian forces in Syria,"Israel says it has hit dozens of targets in Syria belonging to the government and allied Iranian forces. The Israeli military says the ""wide-scale strikes"" responded ...",BBC News,https://www.news.google.com/./articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC01MDQ4NTUyMdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtbWlkZGxlLWVhc3QtNTA0ODU1MjE?hl=en-PK&gl=PK&ceid=PK%3Aen
"Trump Presidency Has Sunk Iranians' Views of the United States, Poll Reveals","There is no doubt that U.S. President Donald Trump's “maximum pressure” campaign against Iran has put the squeeze on the country, forcing international ...",Foreign Policy,https://www.news.google.com/./articles/CAIiEAOAvA37c2zjQXwZNUEV55AqGQgEKhAIACoHCAow0sSICzDyn4cDMLmInAY?hl=en-PK&gl=PK&ceid=PK%3Aen
How Iran's Supreme Leader Is Outmatching Trump,"Reuel Marc Gerecht is a former CIA case officer and an expert on Iran who is a senior fellow at the Foundation for Defense of Democracies. Gerecht, a Persian ...",Foreign Policy,https://www.news.google.com/./articles/CAIiENcmBZmlbCFUlfhOYzugy8sqGQgEKhAIACoHCAow0sSICzDyn4cDMKKUrwY?hl=en-PK&gl=PK&ceid=PK%3Aen
This is how easily the U.S. and Iran could blunder into war,"As tensions mount between the United States and Iran, American and Iranian leaders publicly insist they want to avoid war. Yet history is littered with accidents, ...",The Washington Post,https://www.news.google.com/./articles/CAIiEKLtDxQC0eChQzv-JLqDwSoqGAgEKg8IACoHCAowjtSUCjC30XQwzqe5AQ?hl=en-PK&gl=PK&ceid=PK%3Aen
U.S. Puts Iran on Notice and Weighs Response to Attack on Oil Tankers,"WASHINGTON — The Trump administration began an urgent debate on Friday over how to respond to what officials say has grown into a shadow war with Iran, ...",The New York Times,https://www.news.google.com/./articles/CAIiEG0WK5wbjgBdozWvSjTefmUqFwgEKg8IACoHCAowjuuKAzCWrzww9oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
Iran’s Supreme Leader Vows Never to Capitulate to U.S. Sanctions,"In his first public comments since President Trump aborted an imminent attack on Iran last week, its top leader on Wednesday ruled out any negotiations with ...",The New York Times,https://www.news.google.com/./articles/CAIiEJ4EkHhxhdXEXlsJOZzCAR8qFwgEKg8IACoHCAowjuuKAzCWrzww5oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
Pentagon Builds Deterrent Force Against Possible Iranian Attack,"The Defense Department is deploying an antimissile battery, a limited step taken in part because an intelligence analysis concluded that Iran is trying to provoke ...",The New York Times,https://www.news.google.com/./articles/CAIiEElf1C24CfsPzQs7Su-cnGgqFwgEKg8IACoHCAowjuuKAzCWrzww9oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
What a War With Iran Would Look Like,"As tensions between the Iran and United States rise, Ilan Goldenberg examines how a potential war between the two might unfold.",Foreign Affairs Magazine,https://www.news.google.com/./articles/CAIiEFPTYS1LalwRTu2vwotCAr0qFwgEKg4IACoGCAowwM8TMNDBAjDS2LQG?hl=en-PK&gl=PK&ceid=PK%3Aen
Pompeo says willing to go to Iran as he calls on UK to join naval force in Gulf,"The US secretary of state said on Friday he was willing to travel to Iran for talks, as reports emerged that the regime had test-fired a medium-range missile.",The Telegraph,https://www.news.google.com/./articles/CAIiEAye8cn7AushetZsQCFtuf0qFggEKg4IACoGCAowm6R6MMKqCTCfrxU?hl=en-PK&gl=PK&ceid=PK%3Aen
Trump's Deployment of Troops to Saudi Arabia Won't Make Up for Abandoning Syria and Letting Iran Launch Attacks With Impunity,"The Carter Doctrine, which calls for a U.S. military response to any outside effort to threaten or seize oil fields in the Persian Gulf, is dead, and the Defense ...",Foreign Policy,https://www.news.google.com/./articles/CAIiENhG_XP8tUh6jp1oM8mxB0IqGQgEKhAIACoHCAow0sSICzDyn4cDMKKUrwY?hl=en-PK&gl=PK&ceid=PK%3Aen
US president says war would be 'end' of Iran as tensions rise,"US President Donald Trump has issued a stern warning to Iran, suggesting it will be destroyed if a conflict breaks out between the two countries. ""If Iran wants to ...",BBC News,https://www.news.google.com/./articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNDgzMjk4NTLSATVodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL3dvcmxkLXVzLWNhbmFkYS00ODMyOTg1Mg?hl=en-PK&gl=PK&ceid=PK%3Aen
"White House Reviews Military Plans Against Iran, in Echoes of Iraq War","The plans call for up to 120000 American troops but not a land invasion of Iran. They were updated at the request of John R. Bolton, the national security adviser.",The New York Times,https://www.news.google.com/./articles/CAIiEDwzfTPri1lf_DkhKbu_asMqFwgEKg8IACoHCAowjuuKAzCWrzwwqIQY?hl=en-PK&gl=PK&ceid=PK%3Aen
The U.S.-Iran showdown: What’s happened in the week since two tankers were attacked,Confused about what's going on with Iran? Here's the rundown.,The Washington Post,https://www.news.google.com/./articles/CAIiEAEnsPYUup7gXTmBpvxoGbcqGAgEKg8IACoHCAowjtSUCjC30XQwn6G5AQ?hl=en-PK&gl=PK&ceid=PK%3Aen
Israel Is Escalating Its Shadow War With Iran. Here's What to Know,"The protracted shadow war between Israel and Iran has spilled beyond the borders of Syria following a series of attacks in Iraq and Lebanon blamed on Israel, ...",TIME,https://www.news.google.com/./articles/CAIiEAVKHmJFnh9veSI4xgebl_cqGQgEKhAIACoHCAowmICNCzDjmZ4DMLnnuQY?hl=en-PK&gl=PK&ceid=PK%3Aen
U.S. Carried Out Cyberattacks on Iran,The operation went forward because it was intended to be below the threshold of armed conflict — using the same shadow tactics that Iran has used.,The New York Times,https://www.news.google.com/./articles/CAIiEAvGDgsUbaATgmjU-W9w8xUqFwgEKg8IACoHCAowjuuKAzCWrzww5oEY?hl=en-PK&gl=PK&ceid=PK%3Aen
